Edad,Ingresos mensuales,Dependientes,Porcentaje de endeudamiento,Situación Laboral,Nivel Educativo,Estado Civil,Puntaje de Crédito,Incumplimientos Previos,Monto del Préstamo,Provincias,Calificación de Riesgo
41,7761.083333333333,0.0,0.1508809981424414,Empleado,Universitario,Casado,791.0,1.0,14052.0,Álava,Bajo
64,5814.416666666667,3.0,0.5537242199704757,Autónomo,Universitario,Casado,749.0,0.0,38635.0,León,Bajo
64,5814.416666666667,0.0,0.3022085907156063,Empleado,Universitario,Casado,636.0,4.0,21086.0,Ciudad Real,Bajo
34,9600.083333333334,1.0,0.1850244355517747,Desempleado,Universitario,Casado,699.0,1.0,21315.0,Lugo,Medio
49,9156.833333333334,0.0,0.3270599370233523,Desempleado,Secundario,Divorciado,699.0,2.0,35938.0,Cáceres,Bajo
48,3867.3333333333335,3.0,1.0429882778831236,Desempleado,Universitario,Casado,632.0,1.0,48403.0,Ourense,Bajo
69,3172.083333333333,3.0,0.4155523446735846,Autónomo,Universitario,Soltero,699.0,0.0,15818.0,Guadalajara,Bajo
57,5814.416666666667,1.0,0.2350192767976151,Autónomo,Universitario,Viudo,673.0,1.0,16398.0,Burgos,Bajo
46,5814.416666666667,4.0,0.0914680463789718,Autónomo,Secundario,Viudo,637.0,2.0,6382.0,Salamanca,Bajo
49,9782.666666666666,3.0,,Autónomo,Universitario,Divorciado,685.0,1.0,27544.0,Asturias,Medio
57,4562.833333333333,0.0,0.2181941045403075,Autónomo,Universitario,Soltero,604.0,2.0,11947.0,Cantabria,Alto
41,9114.916666666666,2.0,0.0480165296812002,Autónomo,Secundario,Divorciado,606.0,0.0,5252.0,La Rioja,Bajo
47,2755.4166666666665,3.0,0.2085286556782095,Autónomo,Secundario,Soltero,783.0,2.0,6895.0,Albacete,Bajo
64,5814.416666666667,0.0,,Desempleado,Universitario,Soltero,699.0,0.0,27544.0,Huesca,Bajo
35,8458.0,1.0,0.1672085599432489,Empleado,Secundario,Soltero,715.0,0.0,16971.0,Segovia,Medio
35,3565.583333333333,4.0,0.3493818215813214,Empleado,Universitario,Divorciado,699.0,2.0,14949.0,Ávila,Bajo
18,5814.416666666667,0.0,0.2081320854771903,Desempleado,Universitario,Divorciado,748.0,1.0,14522.0,Teruel,Bajo
21,6162.666666666667,0.0,0.6696911510168758,Desempleado,Universitario,Viudo,631.0,1.0,49525.0,Soria,Bajo
67,4520.583333333333,3.0,0.0923737718214832,Desempleado,Universitario,Divorciado,699.0,0.0,5011.0,Palencia,Bajo
49,7140.75,0.0,,Desempleado,Universitario,Casado,699.0,0.0,27544.0,Zamora,Medio
30,4966.083333333333,3.0,,Desempleado,Universitario,Divorciado,691.0,2.0,27544.0,Melilla,Bajo
28,5769.75,1.0,0.6773545936421278,Empleado,Universitario,Casado,699.0,3.0,46898.0,Ceuta,Bajo
65,6428.833333333333,0.0,0.4975760246804759,Autónomo,Universitario,Viudo,796.0,4.0,38386.0,Madrid,Medio
68,4941.666666666667,0.0,0.5865598650927487,Empleado,Universitario,Soltero,699.0,0.0,34783.0,Barcelona,Bajo
59,6852.75,1.0,0.5514209623873627,Autónomo,Universitario,Casado,699.0,4.0,45345.0,Valencia,Bajo
39,7792.416666666667,0.0,0.1780684212214867,Desempleado,Universitario,Soltero,703.0,0.0,16651.0,Sevilla,Medio
64,5814.416666666667,2.0,,Empleado,Universitario,Casado,763.0,1.0,27544.0,Alicante,Bajo
69,5814.416666666667,0.0,0.5649176615596291,Desempleado,Secundario,Divorciado,721.0,2.0,39416.0,Málaga,Medio
29,7097.0,1.0,0.169566953172702,Desempleado,Universitario,Divorciado,710.0,0.0,14441.0,Murcia,Medio
47,9978.916666666666,0.0,0.2213583638838551,Autónomo,Secundario,Viudo,613.0,1.0,26507.0,Cádiz,Medio
27,7810.666666666667,1.0,,Desempleado,Universitario,Casado,727.0,0.0,27544.0,Vizcaya,Bajo
54,8409.0,3.0,,Empleado,Universitario,Casado,764.0,0.0,27544.0,A Coruña,Medio
67,5814.416666666667,1.0,0.1814025482636549,Desempleado,Universitario,Viudo,608.0,0.0,12657.0,Zaragoza,Medio
36,2489.0,2.0,0.4192111959287531,Empleado,Universitario,Divorciado,635.0,4.0,12521.0,Pontevedra,Bajo
36,5731.333333333333,0.0,0.6936576712806793,Desempleado,Universitario,Casado,612.0,1.0,47707.0,Granada,Bajo
54,8222.416666666666,0.0,0.1972656052052823,Desempleado,Universitario,Casado,720.0,1.0,19464.0,Tarragona,Alto
19,9378.75,0.0,0.1377493447065618,Desempleado,Universitario,Soltero,712.0,4.0,15503.0,Córdoba,Bajo
39,9893.083333333334,1.0,0.0897596805849204,Autónomo,Universitario,Viudo,647.0,0.0,10656.0,Girona,Bajo
48,5814.416666666667,3.0,0.5528642884783512,Autónomo,Universitario,Soltero,649.0,0.0,38575.0,Almería,Medio
64,4401.833333333333,0.0,0.7078679338154557,Empleado,Universitario,Soltero,636.0,1.0,37391.0,Toledo,Medio
44,4273.333333333333,3.0,0.432176287051482,Empleado,Universitario,Viudo,750.0,1.0,22162.0,Badajoz,Medio
55,5326.25,2.0,0.1577720409919424,Empleado,Universitario,Divorciado,699.0,1.0,10084.0,Navarra,Alto
34,5587.166666666667,0.0,0.175297556901232,Desempleado,Universitario,Viudo,699.0,0.0,11753.0,Jaén,Bajo
65,8877.166666666666,4.0,0.2174210990744043,Empleado,Universitario,Divorciado,650.0,0.0,23161.0,Castellón,Bajo
68,5814.416666666667,4.0,0.3415934530549066,Empleado,Universitario,Casado,700.0,2.0,23834.0,Huelva,Bajo
47,7640.916666666667,0.0,0.4595870914266394,Desempleado,Universitario,Divorciado,699.0,1.0,42140.0,Valladolid,Medio
20,5814.416666666667,3.0,0.2333710747710432,Autónomo,Universitario,Viudo,692.0,1.0,16283.0,Islas Baleares,Bajo
36,3092.083333333333,2.0,0.8963482010510713,Empleado,Universitario,Viudo,720.0,3.0,33259.0,Las Palmas,Medio
62,2588.583333333333,1.0,,Autónomo,Universitario,Soltero,793.0,0.0,27544.0,Santa Cruz de Tenerife,Bajo
35,5814.416666666667,2.0,0.1409284393676637,Autónomo,Secundario,Casado,699.0,0.0,9833.0,Álava,Alto
66,5814.416666666667,2.0,0.3438722715090364,Autónomo,Universitario,Soltero,699.0,0.0,23993.0,León,Bajo
50,4675.666666666667,2.0,,Autónomo,Universitario,Soltero,796.0,3.0,27544.0,Ciudad Real,Alto
31,5802.083333333333,0.0,0.2181400359066427,Desempleado,Universitario,Casado,636.0,1.0,15188.0,Lugo,Bajo
38,6841.083333333333,2.0,0.2491564445202392,Autónomo,Universitario,Divorciado,726.0,0.0,20454.0,Cáceres,Alto
39,8334.583333333334,0.0,0.23110533419987,Desempleado,Universitario,Viudo,615.0,3.0,23114.0,Ourense,Bajo
50,8024.416666666667,4.0,0.2238168921936174,Empleado,Universitario,Divorciado,708.0,0.0,21552.0,Guadalajara,Bajo
49,2556.6666666666665,0.0,0.8096479791395046,Autónomo,Universitario,Soltero,699.0,3.0,24840.0,Burgos,Bajo
24,5814.416666666667,3.0,,Autónomo,Universitario,Soltero,627.0,4.0,27544.0,Salamanca,Bajo
23,5211.75,4.0,,Empleado,Universitario,Casado,680.0,0.0,27544.0,Asturias,Medio
38,4005.75,2.0,0.3711539661736254,Desempleado,Universitario,Soltero,670.0,0.0,17841.0,Cantabria,Bajo
28,4741.25,2.0,,Autónomo,Secundario,Casado,699.0,1.0,27544.0,La Rioja,Bajo
35,6036.083333333333,0.0,0.0793422887357972,Autónomo,Universitario,Casado,792.0,3.0,5747.0,Albacete,Bajo
50,5814.416666666667,3.0,0.6843764780072521,Autónomo,Universitario,Divorciado,640.0,4.0,47751.0,Huesca,Medio
56,5814.416666666667,1.0,0.5806830722485775,Autónomo,Universitario,Soltero,734.0,3.0,40516.0,Segovia,Bajo
22,5438.833333333333,4.0,0.5323752030153526,Desempleado,Universitario,Viudo,617.0,1.0,34746.0,Ávila,Bajo
40,8214.833333333334,0.0,0.088731765708373,Autónomo,Universitario,Viudo,663.0,0.0,8747.0,Teruel,Bajo
39,7518.916666666667,1.0,0.2003723940727276,Empleado,Secundario,Casado,770.0,0.0,18079.0,Soria,Bajo
31,8923.416666666666,2.0,0.1690402592430029,Empleado,Secundario,Divorciado,740.0,1.0,18101.0,Palencia,Bajo
45,6906.5,4.0,0.2053982962909336,Autónomo,Secundario,Viudo,748.0,4.0,17023.0,Zamora,Bajo
62,3869.9166666666665,0.0,,Empleado,Universitario,Viudo,645.0,0.0,27544.0,Melilla,Bajo
34,3673.75,2.0,,Desempleado,Secundario,Viudo,687.0,0.0,27544.0,Ceuta,Bajo
19,2984.75,1.0,1.240360722561912,Desempleado,Secundario,Casado,731.0,0.0,44426.0,Madrid,Bajo
49,4554.0,1.0,0.3737922705314009,Desempleado,Universitario,Casado,699.0,4.0,20427.0,Barcelona,Medio
36,5425.333333333333,4.0,0.6798353403784714,Empleado,Secundario,Casado,699.0,2.0,44260.0,Valencia,Bajo
43,9141.5,0.0,0.4238910463271892,Autónomo,Universitario,Casado,793.0,1.0,46500.0,Sevilla,Medio
23,2408.833333333333,2.0,0.8486819345464609,Desempleado,Universitario,Soltero,724.0,0.0,24532.0,Alicante,Bajo
22,8730.5,3.0,0.1538380772387988,Desempleado,Universitario,Viudo,764.0,3.0,16117.0,Málaga,Bajo
41,6629.666666666667,0.0,0.0658027050128211,Empleado,Universitario,Viudo,742.0,4.0,5235.0,Murcia,Bajo
57,9675.166666666666,4.0,0.2741640970870441,Empleado,Universitario,Soltero,629.0,2.0,31831.0,Cádiz,Medio
31,8761.75,3.0,0.3900096061479347,Autónomo,Universitario,Viudo,699.0,1.0,41006.0,Vizcaya,Bajo
58,1745.5833333333333,4.0,1.8501933451090848,Desempleado,Secundario,Viudo,776.0,0.0,38756.0,A Coruña,Bajo
36,5814.416666666667,2.0,0.1599042609605434,Autónomo,Universitario,Soltero,660.0,2.0,11157.0,Zaragoza,Medio
52,2674.5,2.0,0.5487630086620552,Autónomo,Secundario,Casado,634.0,2.0,17612.0,Pontevedra,Medio
22,5665.333333333333,3.0,0.72750941397976,Empleado,Secundario,Soltero,699.0,0.0,49459.0,Granada,Medio
55,9014.75,2.0,0.218308882664522,Empleado,Universitario,Viudo,735.0,1.0,23616.0,Tarragona,Medio
44,2524.583333333333,0.0,,Desempleado,Secundario,Divorciado,686.0,0.0,27544.0,Córdoba,Bajo
41,8049.25,0.0,0.0751622822002049,Empleado,Universitario,Viudo,722.0,2.0,7260.0,Girona,Medio
33,5814.416666666667,1.0,0.6861393375661072,Empleado,Universitario,Soltero,624.0,0.0,47874.0,Almería,Bajo
40,6988.75,3.0,0.1895427174625887,Desempleado,Universitario,Casado,663.0,0.0,15896.0,Toledo,Bajo
53,4269.666666666667,1.0,0.6088687641502069,Autónomo,Secundario,Casado,718.0,0.0,31196.0,Badajoz,Bajo
18,5814.416666666667,0.0,0.2673383687099594,Autónomo,Universitario,Soltero,651.0,3.0,18653.0,Navarra,Alto
37,3580.833333333333,0.0,,Empleado,Secundario,Divorciado,703.0,1.0,27544.0,Jaén,Medio
36,8488.583333333334,3.0,0.305626184188567,Empleado,Universitario,Divorciado,688.0,0.0,31132.0,Castellón,Bajo
67,8947.166666666666,4.0,0.1877130562747983,Empleado,Universitario,Viudo,655.0,4.0,20154.0,Huelva,Bajo
62,8487.333333333334,0.0,0.4480696724530673,Autónomo,Universitario,Viudo,699.0,0.0,45635.0,Valladolid,Alto
60,6169.166666666667,2.0,0.127772524652168,Desempleado,Universitario,Casado,711.0,0.0,9459.0,Islas Baleares,Bajo
39,4676.333333333333,1.0,0.2954237650580939,Empleado,Universitario,Divorciado,636.0,1.0,16578.0,Las Palmas,Medio
59,8649.5,0.0,0.0894849413260882,Desempleado,Universitario,Soltero,699.0,2.0,9288.0,Santa Cruz de Tenerife,Bajo
50,6608.333333333333,0.0,0.3400126103404792,Empleado,Universitario,Casado,697.0,0.0,26963.0,Álava,Bajo
64,8487.916666666666,3.0,0.4769918020715723,Autónomo,Universitario,Soltero,686.0,3.0,48584.0,León,Bajo
40,7461.25,0.0,0.1450829284637292,Desempleado,Universitario,Soltero,624.0,3.0,12990.0,Ciudad Real,Bajo
18,8944.083333333334,4.0,0.2114433191402137,Autónomo,Universitario,Divorciado,735.0,0.0,22694.0,Lugo,Bajo
42,5087.333333333333,1.0,0.2888055300746953,Empleado,Universitario,Viudo,699.0,3.0,17631.0,Cáceres,Bajo
39,8301.833333333334,4.0,0.2324586938628013,Empleado,Secundario,Viudo,720.0,2.0,23158.0,Ourense,Bajo
67,9241.333333333334,0.0,0.1037278170538161,Autónomo,Universitario,Divorciado,689.0,2.0,11503.0,Guadalajara,Medio
28,5378.416666666667,4.0,0.3101439395113184,Autónomo,Universitario,Soltero,703.0,1.0,20017.0,Burgos,Alto
53,2217.75,2.0,0.2623529853830834,Empleado,Universitario,Soltero,771.0,0.0,6982.0,Salamanca,Bajo
40,5814.416666666667,0.0,0.596204835681424,Desempleado,Universitario,Divorciado,721.0,1.0,41599.0,Asturias,Bajo
31,4240.416666666667,4.0,0.3594969047853001,Desempleado,Universitario,Viudo,669.0,3.0,18293.0,Cantabria,Bajo
48,8920.833333333334,1.0,0.1343484353106025,Autónomo,Universitario,Divorciado,711.0,1.0,14382.0,La Rioja,Medio
20,5814.416666666667,3.0,0.2773709027847448,Autónomo,Universitario,Divorciado,713.0,0.0,19353.0,Albacete,Medio
20,7628.333333333333,0.0,,Empleado,Universitario,Viudo,760.0,0.0,27544.0,Huesca,Bajo
22,5814.416666666667,4.0,,Desempleado,Universitario,Soltero,632.0,3.0,27544.0,Segovia,Medio
35,9573.083333333334,0.0,0.4014119449498159,Desempleado,Secundario,Divorciado,699.0,1.0,46113.0,Ávila,Medio
36,3690.25,4.0,0.9558069688142176,Autónomo,Universitario,Divorciado,755.0,0.0,42326.0,Teruel,Bajo
59,5032.083333333333,4.0,0.5127266705307609,Autónomo,Secundario,Soltero,743.0,2.0,30961.0,Soria,Bajo
28,5814.416666666667,3.0,,Desempleado,Universitario,Divorciado,618.0,0.0,27544.0,Palencia,Medio
66,3982.0833333333335,1.0,0.2958459767709532,Empleado,Universitario,Divorciado,699.0,4.0,14137.0,Zamora,Medio
36,5824.583333333333,2.0,0.1878818227341011,Desempleado,Universitario,Soltero,680.0,0.0,13132.0,Melilla,Bajo
60,5129.916666666667,1.0,0.14681849932585,Desempleado,Secundario,Divorciado,623.0,0.0,9038.0,Ceuta,Bajo
63,3342.75,3.0,0.1257447710218632,Empleado,Secundario,Soltero,722.0,0.0,5044.0,Madrid,Bajo
43,2483.083333333333,4.0,0.3570829278115247,Autónomo,Universitario,Soltero,727.0,3.0,10640.0,Barcelona,Bajo
39,2594.75,3.0,0.2352827825416706,Desempleado,Universitario,Divorciado,757.0,1.0,7326.0,Valencia,Medio
62,9660.25,1.0,0.3226797098073721,Autónomo,Universitario,Divorciado,726.0,2.0,37406.0,Sevilla,Alto
39,9805.083333333334,2.0,0.075437060708306,Desempleado,Secundario,Soltero,763.0,2.0,8876.0,Alicante,Bajo
22,5811.5,1.0,0.2290573288594453,Autónomo,Secundario,Viudo,727.0,0.0,15974.0,Málaga,Bajo
59,7586.25,0.0,0.4928324270884824,Autónomo,Universitario,Divorciado,699.0,1.0,44865.0,Murcia,Medio
37,6399.583333333333,4.0,0.4356273194869458,Autónomo,Universitario,Divorciado,645.0,3.0,33454.0,Cádiz,Bajo
58,5752.416666666667,4.0,0.5757290414173754,Desempleado,Universitario,Soltero,699.0,4.0,39742.0,Vizcaya,Bajo
47,5455.25,4.0,,Desempleado,Universitario,Casado,710.0,4.0,27544.0,A Coruña,Bajo
58,5814.416666666667,3.0,0.5002364811603343,Autónomo,Universitario,Soltero,791.0,0.0,34903.0,Zaragoza,Bajo
51,3380.083333333333,0.0,1.053277779147457,Desempleado,Universitario,Casado,632.0,0.0,42722.0,Pontevedra,Bajo
25,1929.9166666666667,3.0,,Empleado,Universitario,Soltero,634.0,0.0,27544.0,Granada,Medio
27,5102.666666666667,2.0,0.7597661353540632,Desempleado,Secundario,Viudo,643.0,2.0,46522.0,Tarragona,Bajo
36,9025.333333333334,0.0,0.4289869256906485,Autónomo,Universitario,Soltero,675.0,1.0,46461.0,Córdoba,Medio
56,5814.416666666667,2.0,0.6067246642684133,Empleado,Universitario,Viudo,728.0,3.0,42333.0,Girona,Bajo
34,9889.916666666666,0.0,0.3439782943907515,Empleado,Secundario,Viudo,731.0,0.0,40823.0,Almería,Bajo
65,7427.166666666667,1.0,0.4346767497699885,Empleado,Universitario,Soltero,643.0,4.0,38741.0,Toledo,Alto
34,2933.1666666666665,0.0,,Desempleado,Universitario,Divorciado,718.0,3.0,27544.0,Badajoz,Bajo
66,8723.083333333334,4.0,0.2348940072795361,Desempleado,Universitario,Viudo,784.0,4.0,24588.0,Navarra,Bajo
30,5814.416666666667,0.0,0.4236452495951155,Desempleado,Universitario,Soltero,699.0,0.0,29559.0,Jaén,Bajo
59,6670.583333333333,1.0,0.5367846390245731,Empleado,Universitario,Casado,697.0,1.0,42968.0,Castellón,Medio
27,6710.25,3.0,0.1619785651304596,Empleado,Universitario,Divorciado,604.0,4.0,13043.0,Huelva,Bajo
64,9819.583333333334,0.0,0.3885687614036576,Autónomo,Universitario,Divorciado,640.0,2.0,45787.0,Valladolid,Medio
61,5814.416666666667,3.0,0.4268556604990469,Empleado,Universitario,Divorciado,604.0,1.0,29783.0,Islas Baleares,Alto
67,5814.416666666667,0.0,0.6668625399509839,Autónomo,Universitario,Divorciado,750.0,0.0,46529.0,Las Palmas,Bajo
32,7638.0,4.0,,Autónomo,Universitario,Casado,661.0,0.0,27544.0,Santa Cruz de Tenerife,Alto
43,7307.25,0.0,0.1900281683715944,Desempleado,Universitario,Soltero,791.0,1.0,16663.0,Álava,Medio
46,6774.083333333333,3.0,,Empleado,Universitario,Divorciado,722.0,3.0,27544.0,León,Bajo
56,2317.25,0.0,,Empleado,Universitario,Viudo,681.0,2.0,27544.0,Ciudad Real,Medio
35,5814.416666666667,0.0,0.2190818798102418,Empleado,Universitario,Viudo,711.0,2.0,15286.0,Lugo,Bajo
37,1748.9166666666667,3.0,0.3831895935579168,Empleado,Universitario,Soltero,640.0,1.0,8042.0,Cáceres,Bajo
24,5156.333333333333,2.0,0.1142607796237636,Desempleado,Universitario,Viudo,791.0,0.0,7070.0,Ourense,Bajo
31,9037.833333333334,0.0,0.3093661828978184,Desempleado,Universitario,Viudo,716.0,2.0,33552.0,Guadalajara,Alto
25,5814.416666666667,2.0,,Autónomo,Universitario,Viudo,753.0,3.0,27544.0,Burgos,Bajo
18,7278.833333333333,3.0,0.307546997000435,Empleado,Universitario,Soltero,699.0,3.0,26863.0,Salamanca,Bajo
26,2381.9166666666665,3.0,1.0477906447888603,Empleado,Secundario,Viudo,611.0,2.0,29949.0,Asturias,Medio
43,5814.416666666667,0.0,0.1730038840239061,Empleado,Universitario,Divorciado,705.0,2.0,12071.0,Cantabria,Bajo
53,2611.6666666666665,2.0,0.2133694958519464,Autónomo,Secundario,Casado,790.0,0.0,6687.0,La Rioja,Bajo
41,4228.083333333333,0.0,,Autónomo,Universitario,Viudo,624.0,2.0,27544.0,Albacete,Medio
61,7338.0,0.0,0.110679567547924,Empleado,Universitario,Viudo,684.0,0.0,9746.0,Huesca,Bajo
25,9607.25,3.0,0.0825765264080078,Desempleado,Universitario,Soltero,699.0,1.0,9520.0,Segovia,Bajo
21,3277.5,3.0,0.6989321128909229,Autónomo,Universitario,Divorciado,769.0,0.0,27489.0,Ávila,Bajo
52,9299.5,2.0,0.082208720898973,Desempleado,Universitario,Divorciado,715.0,2.0,9174.0,Teruel,Bajo
27,8565.75,0.0,0.1043788732257342,Empleado,Secundario,Divorciado,742.0,1.0,10729.0,Soria,Medio
34,5814.416666666667,2.0,0.3081994467774067,Empleado,Universitario,Viudo,793.0,2.0,21504.0,Palencia,Bajo
18,2276.083333333333,4.0,0.8933108776040714,Autónomo,Secundario,Divorciado,786.0,0.0,24399.0,Zamora,Bajo
46,7269.0,4.0,,Autónomo,Universitario,Viudo,602.0,4.0,27544.0,Melilla,Bajo
63,8487.0,0.0,0.0949196810808687,Empleado,Universitario,Divorciado,688.0,4.0,9667.0,Ceuta,Bajo
32,8579.083333333334,0.0,0.3764873869585911,Autónomo,Universitario,Viudo,637.0,0.0,38759.0,Madrid,Bajo
47,2389.4166666666665,0.0,0.6814773480277613,Desempleado,Secundario,Casado,699.0,1.0,19540.0,Barcelona,Medio
22,2997.75,3.0,0.5418508325688711,Desempleado,Universitario,Viudo,663.0,0.0,19492.0,Valencia,Medio
41,5167.583333333333,2.0,0.2535356630275274,Empleado,Universitario,Soltero,747.0,3.0,15722.0,Sevilla,Medio
65,5814.416666666667,2.0,0.3893339830593496,Autónomo,Secundario,Divorciado,618.0,2.0,27165.0,Alicante,Bajo
36,3578.5,4.0,0.1244935028643286,Autónomo,Universitario,Soltero,699.0,0.0,5346.0,Málaga,Bajo
43,9267.083333333334,3.0,,Autónomo,Secundario,Divorciado,736.0,0.0,27544.0,Murcia,Bajo
54,9540.5,1.0,0.2825935048826931,Autónomo,Universitario,Casado,704.0,1.0,32353.0,Cádiz,Bajo
34,3505.333333333333,0.0,0.938617344998098,Empleado,Universitario,Soltero,760.0,3.0,39482.0,Vizcaya,Bajo
60,6740.25,3.0,0.5777604688253403,Empleado,Universitario,Casado,699.0,0.0,46731.0,A Coruña,Medio
43,2602.583333333333,2.0,1.5668726585764146,Empleado,Universitario,Viudo,712.0,3.0,48935.0,Zaragoza,Medio
47,7137.583333333333,3.0,0.2003128976894607,Desempleado,Universitario,Casado,799.0,3.0,17157.0,Pontevedra,Medio
48,7665.166666666667,0.0,0.362907960253093,Desempleado,Universitario,Soltero,602.0,3.0,33381.0,Granada,Bajo
45,7153.25,0.0,0.3399037733431191,Autónomo,Universitario,Divorciado,686.0,4.0,29177.0,Tarragona,Bajo
20,9132.5,1.0,0.3782188155853636,Autónomo,Universitario,Soltero,625.0,4.0,41449.0,Córdoba,Bajo
43,5746.666666666667,0.0,0.3703886310904872,Empleado,Universitario,Viudo,675.0,2.0,25542.0,Girona,Medio
47,4851.416666666667,0.0,0.2632907913496058,Desempleado,Secundario,Soltero,658.0,0.0,15328.0,Almería,Medio
47,8769.75,4.0,0.1350475593184906,Desempleado,Universitario,Viudo,699.0,1.0,14212.0,Toledo,Bajo
52,6721.333333333333,1.0,0.5723318785955167,Autónomo,Universitario,Viudo,710.0,0.0,46162.0,Badajoz,Medio
49,8826.333333333334,2.0,0.0597076928887042,Desempleado,Universitario,Casado,750.0,1.0,6324.0,Navarra,Alto
35,9302.25,1.0,0.3582645775663594,Empleado,Universitario,Viudo,630.0,0.0,39992.0,Jaén,Medio
33,4197.833333333333,2.0,,Autónomo,Universitario,Casado,699.0,1.0,27544.0,Castellón,Medio
50,2489.9166666666665,0.0,1.1624552361190132,Empleado,Universitario,Soltero,699.0,1.0,34733.0,Huelva,Bajo
42,5814.416666666667,3.0,0.1538847405156722,Desempleado,Universitario,Casado,699.0,1.0,10737.0,Valladolid,Medio
62,6237.5,0.0,0.2314495657982632,Autónomo,Universitario,Soltero,650.0,0.0,17324.0,Islas Baleares,Bajo
56,5210.833333333333,3.0,,Empleado,Universitario,Viudo,754.0,3.0,27544.0,Las Palmas,Medio
40,7514.916666666667,3.0,0.3639982701072312,Autónomo,Universitario,Soltero,693.0,4.0,32825.0,Santa Cruz de Tenerife,Bajo
53,9792.25,0.0,0.3875854204430374,Autónomo,Secundario,Viudo,685.0,0.0,45544.0,Álava,Bajo
31,2833.5,3.0,0.6946061996353156,Desempleado,Secundario,Casado,738.0,2.0,23618.0,León,Bajo
33,6194.416666666667,0.0,0.63670240673725,Desempleado,Universitario,Casado,693.0,1.0,47328.0,Ciudad Real,Bajo
58,9088.916666666666,0.0,0.3296047383718264,Autónomo,Secundario,Divorciado,790.0,1.0,35949.0,Lugo,Medio
47,4501.833333333333,1.0,0.1748361778534671,Empleado,Universitario,Casado,775.0,0.0,9445.0,Cáceres,Bajo
24,5606.5,0.0,0.2036921430482475,Autónomo,Universitario,Divorciado,742.0,0.0,13704.0,Ourense,Medio
48,3128.333333333333,4.0,0.9141449120937668,Empleado,Universitario,Divorciado,673.0,4.0,34317.0,Guadalajara,Medio
